PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Text Value,Standard Units,Activity Comment,Data Validity Comment
2506,520080128,177664966,C1C[C@@H](C[C@H]1C2=CC=C(C=C2)NC(=O)C3=CC(=CC(=C3)Cl)NC(=O)OCC4=CC=CC=C4)N,Active,,,,8.322,IC50,=,8322,,nM,,
2507,520080128,177664966,C1C[C@@H](C[C@H]1C2=CC=C(C=C2)NC(=O)C3=CC(=CC(=C3)Cl)NC(=O)OCC4=CC=CC=C4)N,Unspecified,,,,10.193,IC50,=,10193,,nM,,
2508,520080128,177664966,C1C[C@@H](C[C@H]1C2=CC=C(C=C2)NC(=O)C3=CC(=CC(=C3)Cl)NC(=O)OCC4=CC=CC=C4)N,Unspecified,,,,13.018,IC50,=,13018,,nM,,
2509,520080129,177664967,C1=CC(=CC(=C1)OC2=CC=C(C=C2)S(=O)(=O)NC3=C(C=C(C=C3)Cl)C(=O)NCC(F)(F)F)CN,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
2510,520080130,177664968,CN1C2=CC(=CC(=C2NC1=O)C(=O)NC3=CC4=C(CNC4)C=C3)Br,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
2511,520080131,177664969,CCN1C2=CC=CC=C2N=C(C1=O)N3CC[C@H](C3)CC4=CC=NC=C4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
2512,520080132,177664970,CC1=C(C=C(N1C)C2CC2)C(=O)NC3=CC4=C(C=C3)N(CC4)C(=O)OC,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
2513,520080133,23935301,C1CN(CCC1CC2=CC=CC=C2)CC3=CNC4=CC=CC=C43,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
2514,520080134,177664971,C1=CC=C(C=C1)COC(=O)NC2=CC(=C3C(=C2)OC(O3)(F)F)C(=O)NC4=CC=CC(=C4)CN,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
2515,520080135,177664972,CC1=C(C=NN1C2=CC=C(C=C2)Cl)C(=O)NC3=CC=CC(=C3)C4=NNN=N4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
2516,520080136,177664973,C1CN(C(=O)CN1CC2=CNC3=CC=CC=C32)C4=CN=CC=C4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
2517,520080137,177664974,C1=CC(=CC(=C1)NC(=O)C2=CC(=CC(=C2)C#N)Cl)C3=NNN=N3,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
2518,520080138,177664975,C1C2=C(CN1)C=C(C=C2)N[C@H](C3=C4C=NNC4=CC(=C3)Cl)C(=O)NCC(F)F,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
2519,520080139,177664976,CCC1=CC=CC=C1C2=CC=C(C=C2)[C@H](C(=O)NC3=CC=CC(=C3)CN)NC(=O)OCC4=CC=CC=C4,Active,,,,9.172,IC50,=,9172,,nM,,
2520,520080140,177664977,C1=CC=C(C=C1)COC(=O)NC2=CC(=CC(=C2)C(=O)NC3=CC=CC(=C3)C(=O)N)Cl,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
2521,520080141,177664978,C1[C@@H]([C@H]1C2=CC(=CC(=C2)Cl)NC(=O)OCC3=CC=CC=C3)C4=CC5=C(CNC5)C=C4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
2522,520080142,177664979,C1=CC=C(C=C1)COC(=O)NC2=CC(=CC(=C2)C(=O)NC3=CC=CC(=C3)C(=O)O)Cl,Unspecified,,,,42.666,IC50,=,42666,,nM,,
2523,520080143,177664980,C#CC1=C(C=CC(=C1)CN)NS(=O)(=O)C2=CC=C(C=C2)OC3=CC=CC=C3Cl,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
2524,520080144,177664981,C1CC(=CC[C@@H]1O)C2=CC(=CC3=C2CNC3)NC(=O)C4=C5C=NNC5=CC(=C4)Cl,Unspecified,,,,69.458,IC50,=,69458,,nM,,
2525,520080145,177664982,C1CNCC2=C1NN=C2CNC(=O)C3=CC(=CC(=C3)Cl)NC(=O)OCC4=CC=CC=C4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
2526,520080146,177664983,C1COC[C@H]1C(=O)N[C@H](C2=CC=C(C=C2)OCC3=CC=CC=C3)C(=O)NC4=CC=CC(=C4)CN,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
2527,520080147,177664984,C1CC1C2=CC(=NN2)C3=NC4=C(C=C(C=C4N3)Cl)C(=O)NC5=CC6=C(CNC6)C=C5,Active,,,,7.323,IC50,=,7323,,nM,,
2528,520080147,177664984,C1CC1C2=CC(=NN2)C3=NC4=C(C=C(C=C4N3)Cl)C(=O)NC5=CC6=C(CNC6)C=C5,Active,,,,5.154,IC50,=,5154,,nM,,
2529,520080148,177664985,C1=CC=C(C=C1)COC2=CC=C(C=C2)[C@H](C(=O)NC3=CC=CC(=C3)CN)NC(=O)C4=CC=CC=C4Cl,Unspecified,,,,45.778,IC50,=,45778,,nM,,
2530,520080149,177664986,C1CCC(CC1)[C@H](C(=O)NC2=CC=CC(=C2)CN)NC(=O)OCC3=CC=CC=C3,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
2531,520080150,177664987,CCN1C2=CC=CC=C2N=C(C1=O)N3CC[C@@]4(C3)CNC(=O)O4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
2532,520080151,177664988,CN1C=C(C=N1)C2=CC=C(C=C2)[C@H](C(=O)NC3=CC=CC(=C3)CN)NC(=O)OCC4=CC=CC=C4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
2533,520080152,177664989,C1CC(C1)(C2=CC(=CC=C2)NC(=O)C3=CC(=CC(=C3)Cl)NC(=O)OCC4=CC=CC=C4)C(=O)O,Unspecified,,,,24.584,IC50,=,24584,,nM,,
2534,520080153,177664990,C1CN(CCC1C2=CSC=N2)CC3=CNC4=C3C(=CC(=C4)Cl)Cl,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
2535,520080154,177664991,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=C4C(=CC(=C3)F)NC(=N4)C5=CC=C(C=C5)F,Active,,,,4.841,IC50,=,4841,,nM,,
2536,520080154,177664991,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=C4C(=CC(=C3)F)NC(=N4)C5=CC=C(C=C5)F,Active,,,,4.398,IC50,=,4398,,nM,,
2537,520080155,177664992,CCNC(=O)NC1=CC(=CC(=C1)C(=O)NC2=CC=CC(=C2)C3=NNN=N3)Cl,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
2538,520080156,177664993,C1=CC=C(C=C1)COC(=O)NC2=CC(=CC(=C2)C(=O)NC3=C(C=CC(=C3)C4=NNN=N4)F)Cl,Unspecified,,,,15.574,IC50,=,15574,,nM,,
2539,520080157,177664994,C1CN(CCC1C2=CSC=N2)CC3=CNC4=C3C=C(C=C4)C#N,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
2540,520080158,177664995,C1C2=C(CN1)C(=CC=C2)NC(=O)C3=CC(=CC(=C3)Cl)NC(=O)OCC4=CC=CC=C4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
2541,520080159,177664996,C1COC[C@H]1C2=CC(=NC=C2)NC(=O)C3=C4C=CNC4=CC(=C3)Br,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
2542,520080160,177664997,CC1=NC=CC(=C1)C2=CC(=CC=C2)[C@H](C(=O)NC3=CC=CC(=C3)CN)NC(=O)OCC4=CC=CC=C4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
2543,520080161,177664998,C1CSC2(CCOCC2)C[C@H]1NC(=O)C3=C4CC(=O)NC4=CC=C3,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
2544,520080162,177664999,CC1=NSC(=C1)C(=O)N[C@H](CC(=O)NC2=CC=CC(=C2)CN)C3=CC(=C(C=C3)OCC4=CC=CC=C4)Br,Unspecified,,,,16.765,IC50,=,16765,,nM,,
2545,520080162,177664999,CC1=NSC(=C1)C(=O)N[C@H](CC(=O)NC2=CC=CC(=C2)CN)C3=CC(=C(C=C3)OCC4=CC=CC=C4)Br,Unspecified,,,,25.311,IC50,=,25311,,nM,,
2546,520080163,177665000,CCC1=C(SC(=C1)C(=O)NC2=CC(=CC=C2)N3C(=O)NN=N3)C4=CC=C(C=C4)Cl,Unspecified,,,,11.349,IC50,=,11349,,nM,,
2547,520080163,177665000,CCC1=C(SC(=C1)C(=O)NC2=CC(=CC=C2)N3C(=O)NN=N3)C4=CC=C(C=C4)Cl,Unspecified,,,,12.86,IC50,=,12860,,nM,,
2548,520080164,177665001,C1=CC=C(C=C1)COC(=O)N[C@@H](C2=CC=CC(=C2)C3=CN=CN=C3)C(=O)NC4=CC=CC(=C4)CN,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
2549,520080165,177665002,CC(=O)NCC1=CC(=CC=C1)NC(=O)C2=CC(=CC(=C2)Cl)NC(=O)OCC3=CC=CC=C3,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
2550,520080166,177665003,CNCC1=CC=C(C=C1)NC(=O)C2=C3C=NNC3=CC(=C2)Cl,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
2551,520080167,177665004,CC1=C(C=C(N1C)C2CC2)C(=O)NC3=NC=CC4=C3CNCC4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
2552,520080168,177665005,CC1=C(C=C(N1C)C2CCCCC2)C(=O)NC3=NC=CC(=C3)CCCN,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
2553,520080169,177665006,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=C4C(=CC(=C3)Br)NC(=N4)C5=CC=CC=C5,Active,,,,2.725,IC50,=,2725,,nM,,
2554,520080169,177665006,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=C4C(=CC(=C3)Br)NC(=N4)C5=CC=CC=C5,Active,,,,2.338,IC50,=,2338,,nM,,
2555,520080170,177665007,C1CC1C2=CC(=CC(=C2)Cl)[C@H](C#N)NC3=CC4=C(CNC4)C=C3,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
2556,520080171,177665008,C1C2=C(C=CC=C2NC1=O)C(=O)NC3=CC4=C(COC4=O)C=C3,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
2557,520080172,177665009,C[C@@H]1C(=O)NC2=CC=CC(=C2O1)C(=O)NC3=CC4=C(CNC4)C=C3,Unspecified,,,,89.295,IC50,=,89295,,nM,,
2558,520080173,177665010,C1C2=C(CO1)C=C(C=C2)NC(=O)C3=C4C=NNC4=CC(=C3)Cl,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
2559,520080174,177665011,C1C2=C(CN1CC(F)F)C=C(C=C2)NC(=O)C3=C4C=NNC4=CC(=C3)Cl,Unspecified,,,,58.728,IC50,=,58728,,nM,,
2560,520080175,177665012,CN1C=C2C=C(C=C(C2=N1)C3=CC4=C(C=C3)NC(=C4)C(=O)O)C#N,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
2561,520080176,177665013,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=C4C=CNC4=CC(=C3)C(F)(F)F,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
2562,520080177,177665014,CN1C=C(C=N1)CCC2=NC3=C(C=C(C=C3N2)Cl)C(=O)NC4=CC5=C(CNC5)C=C4,Unspecified,,,,32.463,IC50,=,32463,,nM,,
2563,520080178,177665015,CNC(=O)[C@@H](C1=C2C=NNC2=CC(=C1)Cl)NC3=CC4=C(CNC4)C=C3,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
2564,520080179,177665016,C1C=C(C[C@H]1C(=O)O)C2=CC(=CC(=C2)CN)NC(=O)C3=CC(=CC(=C3)Cl)NC(=O)OCC4=CC=CC=C4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
2565,520080180,177665017,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=C4C(=CC(=C3)Br)NC(=N4)CC5=CC=CC=C5,Unspecified,,,,,IC50,,,IC50 could not be calculated,,,
2566,520080181,177665018,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=C4C(=CC(=C3)Br)OCO4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
2567,520080182,177665019,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=C4C=NNC4=C(C=C3)F,Unspecified,,,,69.655,IC50,=,69655,,nM,,
2568,520080183,177665020,CC(C)C1=NC2=C(N1CC3=CC=C(C=C3)C4=NNN=N4)C=CC(=C2)Cl,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
2569,520080184,177665021,CNC(=O)[C@@H](C1=CC(=CC(=C1)C2CC2)Cl)NC3=CC=C(C=C3)C4=NNN=N4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
2570,520080185,177665022,C1C2=C(CN1)C=C(C=C2)N[C@H](C3=C4C=NNC4=CC(=C3)Cl)C(=O)NCC5=CC=C(C=C5)F,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
2571,520080186,177665023,C1[C@@H](CC2=C1C=CC(=C2)NC(=O)C3=C4C=NNC4=CC(=C3)Cl)N,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
2572,520080187,177665024,COC1=CC=C(C=C1)CN2CC3=C(C2)C(=CC(=C3)NC(=O)C4=C5C=NNC5=CC(=C4)Cl)Br,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
2573,520080188,177665025,C1C[C@@H](CN(C1)C(=O)C2=CC(=CC(=C2)Cl)NC(=O)OCC3=CC=CC=C3)C4=NNN=N4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
2574,520080189,177665026,C1[C@H](OC2=C1C=C(C=C2C3=CC4=C(C=C3)NC(=C4)C(=O)O)Cl)CO,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
2575,520080190,177665027,C1C2=C(CN1)C(=CC=C2)NC(=O)C3=C4C=NNC4=CC(=C3)Cl,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
2576,520080191,177665028,CC1=C(C=C(N1C)C2CC2)C(=O)NC3=NC=CC(=C3)CCOC,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
2577,520080192,177665029,C1=CC=C(C=C1)CNC(=O)[C@H](C2=CC(=CC(=C2)Cl)NC(=O)OCC3=CC=CC=C3)NC4=CC=CC(=C4)C5=NNN=N5,Active,,,,8.055,IC50,=,8055,,nM,,
2578,520080193,177665030,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=CC4=NNN=C4C(=C3)F,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
2579,520080194,177665031,CC1=NC2=C(S1)C=C(C=C2)C(=O)NC3=CC4=C(CNC4)C=C3,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
2580,520080195,177665032,C1CCC(CC1)C(=O)N2CCC(CC2)[C@H](C(=O)NC3=CC=CC(=C3)CN)NC(=O)OCC4=CC=CC=C4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
2581,520080196,177665033,C1=CC=C2C(=C1)C(=CN2)CNC3=CC=CC(=C3)C4=CN=CC=C4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
2582,520080197,177665034,C1=CC=C(C=C1)COC(=O)NC2=CC(=C(C(=C2)Cl)Cl)C(=O)NC3=CC=CC(=C3)CN,Unspecified,,,,87.342,IC50,=,87342,,nM,,
2583,520080198,177665035,CC1=CC(=CS1)C2=CC=C(C=C2)[C@H](C(=O)NC3=CC=CC(=C3)CN)NC(=O)OCC4=CC=CC=C4,Active,,,,4.009,IC50,=,4009,,nM,,
2584,520080199,177665036,C1=CC=C(C=C1)COC2=C(C=C(C=C2)[C@H](C(=O)NC3=CC=CC(=C3)CN)NC(=O)OCC4=CC=CC=C4)Br,Unspecified,,,,30.41,IC50,=,30410,,nM,,
2585,520080200,177665037,C1=CC=C(C=C1)COC(=O)NC2=CC(=CC(=C2)NC(=O)C3=CC=CC(=C3)CN)Cl,Unspecified,,,,67.541,IC50,=,67541,,nM,,
2586,520080201,154789145,C1CS(=O)(=O)CCN1CC#CC2=CC3=C(C=C2)SN=C3,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
2587,520080202,177665038,COC1=CC(=CC(=C1)C(=O)NC2=CC3=C(CNC3)C=C2)Cl,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
2588,520080203,177665039,C1CCN2C(=C(C=N2)C(=O)NC3=NC=CC(=C3)C4=CN=CC=C4)C1,Unspecified,,,,18.037,IC50,=,18037,,nM,,
2589,520080203,177665039,C1CCN2C(=C(C=N2)C(=O)NC3=NC=CC(=C3)C4=CN=CC=C4)C1,Unspecified,,,,13.796,IC50,=,13796,,nM,,
2590,520080204,177665040,C1=CC=C(C(=C1)OC2=CC=C(C=C2)S(=O)(=O)NC3=CSC=C3C(=O)O)Cl,Unspecified,,,,34.085,IC50,=,34085,,nM,,
2591,520080205,177665041,C1=CC=C(C=C1)NC(=O)OC2=CC=C(C=C2)CN=C(N)N,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
2592,520080206,177665042,C1C2=C(C=CC=C2NC1=O)C(=O)NC3=NC4=C(CNC4)C=C3,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
2593,520080207,177665043,CCN1C2=CC=CC=C2N=C(C1=O)N3C[C@@H](C[C@H]3C4=CC=CC=C4)C,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
2594,520080208,177665044,CC1(CCCCC1)N2CCC(CC2)NS(=O)(=O)C3=C(C=C(C=C3)Cl)C(=O)O,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
2595,520080209,177665045,C1[C@@H](NC1=O)C2=CC=CC(=C2)C3=CC(=CC(=C3)F)C(=O)NC4=CC5=C(CNC5)C=C4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
2596,520080210,177665046,C1COCCC1C2=NC3=NC=CC(=C3N2)C(=O)NC4=CC=CC(=C4)CN,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
2597,520080211,177665047,CCN1C=CN=C(C1=O)N2C[C@H]([C@@H](C2)OC(=O)OC)C3=CNC4=CC=CC=C43,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
2598,520080212,177665048,C1[C@H]2[C@@]1(CNC2)C3=CC=C(C=C3)NC(=O)C4=CC(=CC(=C4)Cl)NC(=O)OCC5=CC=CC=C5,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
2599,520080213,172991044,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=CC4=C(C=C3)N=CS4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
2600,520080214,177665049,C1C2=C(C=CC(=C2)NC(=O)C3=C4C=NNC4=CC(=C3)Cl)[C@@H](N1)C[C@@H](CO)O,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
2601,520080215,177665050,C1CC2=C(CNC1)C=C(C=C2)NC(=O)C3=C4CC(=O)NC4=CC=C3,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
2602,520080216,177665051,CCOC1=CC=CC(=C1)C2=CC=C(C=C2)S(=O)(=O)NC3=CC(=C(C=C3C(=O)O)Cl)F,Active,,,,5.088,IC50,=,5088,,nM,"Activity Of Scaffold Couldn'T Be Validated To Arise Through Competitive, Orthosteric Binding. Readout Might Have Been Obtained Through An Undesired Or Nuisance Mechanism",
2603,520080217,177665052,CC(C)(C)OC(=O)NCC1=CC(=CC=C1)NC(=O)[C@H](C2=CC(=CC=C2)O)NC(=O)OCC3=CC=CC=C3,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
2604,520080218,177665053,CC1=C(C=CC(=C1)NC(=O)C2=C(N(C(=C2)C3CC3)C)C)OC4CCOCC4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
2605,520080219,177665054,CN(C)CCNC(=O)[C@@H](C1=CC=C(C=C1)OCC2=CC=CC=C2)NC(=O)OCC3=CC=CC=C3,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
2606,520080220,177665055,C1C[C@H](C2=C(C1)C=C(C=C2)CN)NCC3=CC(=CC4=C3OCC4)Cl,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
2607,520080221,177665056,C1C2=CC(=NC=C2CN1)NC(=O)C3=C4C=NNC4=CC(=C3)F,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
2608,520080222,177665057,C=CC[C@@H]1C2=C(CN1)C=C(C=C2)NCC3=C4C=NNC4=CC(=C3)Cl,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
2609,520081057,177665210,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=CC(=CC4=NNN=C34)Cl,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
2610,520081058,177665211,C1CC1CN2C3=CC(=CC(=C3C=N2)C(=O)NC4=CC=CC(=C4)CN)Cl,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
2611,520081059,177665212,C1C2=C(CN1)C(=CC(=C2)NC(=O)C3=C4C=NNC4=CC(=C3)F)C5=CC=C(C=C5)C(=O)O,Unspecified,,,,75.426,IC50,=,75426,,nM,,
2612,520081060,177665213,CC(=O)N1CCC(CC1)[C@@H](C(=O)NC2=CC=CC(=C2)CN)NC(=O)OCC3=CC=CC=C3,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
2613,520081061,177665214,C1[C@H](CC2=C1C=CC(=C2)NC(=O)C3=CC(=CC(=C3)Cl)NC(=O)OCC4=CC=CC=C4)O,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
2614,520081062,177665215,C[C@H](C1=CC=C(C=C1)OCC2=CC=CC=C2)C(=O)NC3=CC=CC(=C3)CN,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
2615,520081063,177665216,C1=CC=C(C=C1)COC(=O)NC2=CC(=CC(=C2)[C@H](C#CCO)NC3=CC=CC(=C3)C4=NNN=N4)Cl,Unspecified,,,,13.577,IC50,=,13577,,nM,,
2616,520081063,177665216,C1=CC=C(C=C1)COC(=O)NC2=CC(=CC(=C2)[C@H](C#CCO)NC3=CC=CC(=C3)C4=NNN=N4)Cl,Unspecified,,,,12.922,IC50,=,12922,,nM,,
2617,520081064,177665217,C1COC[C@H]1NC(=O)[C@H](C2=CC(=CC(=C2)Cl)NC(=O)OCC3=CC=CC=C3)NC4=CC=CC(=C4)C5=NNN=N5,Unspecified,,,,40.348,IC50,=,40348,,nM,,
2618,520081065,177665218,C1[C@H]([C@@H]1C2=CC(=CC(=C2)Cl)NC(=O)OCC3=CC=CC=C3)C4=CC=CC(=C4)CN,Unspecified,,,,30.295,IC50,=,30295,,nM,,
2619,520081065,177665218,C1[C@H]([C@@H]1C2=CC(=CC(=C2)Cl)NC(=O)OCC3=CC=CC=C3)C4=CC=CC(=C4)CN,Unspecified,,,,50.126,IC50,=,50126,,nM,,
2620,520081066,177665219,C1CS(=O)(=O)CCC1=CC2=CC(=CC(=C2)F)C(=O)NC3=CC4=C(CNC4)C=C3,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
2621,520081067,177665220,C1COC[C@H]1C2=CC(=NC=C2)NC(=O)C3=CC4=C(C=C3)C(=CS4)CCN,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
2622,520081068,177665221,CC1=C(C=C(N1C)C2CC2)C(=O)NC3=CC=CC(=C3)CS(=O)(=O)C,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
2623,520081069,177665222,CCN1C2=CC=CC=C2N=C(C1=O)N3CCCC[C@@H](C3)N4CCCC4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
2624,520081071,177665224,C1CN([C@H]1CN)C(=O)[C@H](C2=CC=C(C=C2)OCC3=CC=CC=C3)NC(=O)OCC4=CC=CC=C4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
2625,520081072,177665225,C1CN(CCC1NS(=O)(=O)C2=C(C=C(C=C2)Cl)C(=O)O)CC3=CC(=C(C=C3)F)F,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
2626,520081073,177665226,CN(C)CC1=CC(=CC(=C1)Cl)C(=O)NC2=CC=CC(=C2)CN,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
2627,520081074,177665227,CC1=CC(=C(C=C1)OC)S(=O)(=O)N[C@H](C2=CC=C(C=C2)OCC3=CC=CC=C3)C(=O)NC4=CC=CC(=C4)CN,Unspecified,,,,95.963,IC50,=,95963,,nM,,
2628,520081075,177665228,C1CN(CCN1CC2=CNC3=CC=CC=C32)C4=CC=CC5=C4NC(=O)N5,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
2629,520081076,177665229,CN1C=NC=C1COC2=CC=CC(=C2)[C@@H](C(=O)NC3=CC=CC(=C3)CN)NC(=O)OCC4=CC=CC=C4,Unspecified,,,,66.009,IC50,=,66009,,nM,,
2630,520081077,177665230,C1CN(CCC1C2=CSC=N2)CC3=CNC4=C3C=C(C=C4OC(F)(F)F)Cl,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
2631,520081078,177665231,CN1C(=C2CCNCC2=N1)NC(=O)C3=CC(=CC(=C3)Cl)NC(=O)OCC4=CC=CC=C4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
2632,520081079,177665232,C1CC(C1)(C#N)S(=O)(=O)N2CCC(CC2)[C@@H](C(=O)NC3=CC=CC(=C3)CN)NC(=O)OCC4=CC=CC=C4,Unspecified,,,,81.751,IC50,=,81751,,nM,,
2633,520081080,177665233,C1[C@H](CC2=C1C=CC(=C2)NC(=O)C3=CC(=CC(=C3)Cl)NC(=O)OCC4=CC=CC=C4)F,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
