"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL3735922";"";"None";"373.84";"0";"4.34";"55";"CC(C)(CCCOc1ccc(-n2nc3ccc(Cl)cc3n2)cc1)C(=O)O";"EC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL3738571";"Antiviral activity against DENV-2 infected in BHK-21 cells assessed as inhibition of virus-induced cytopathogenicity after 3 to 4 days by MTT assay";"F";"BAO_0000218";"organism-based format";"dengue virus type 2";"None";"None";"BHK-21";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL3734667";"1";"Scientific Literature";"Bioorg Med Chem";"2015";"CHEMBL3308360";"";"";"";""
"CHEMBL3735233";"";"None";"369.42";"0";"3.70";"57";"COc1ccc2nn(-c3ccc(OCCCC(C)(C)C(=O)O)cc3)nc2c1";"EC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL3738571";"Antiviral activity against DENV-2 infected in BHK-21 cells assessed as inhibition of virus-induced cytopathogenicity after 3 to 4 days by MTT assay";"F";"BAO_0000218";"organism-based format";"dengue virus type 2";"None";"None";"BHK-21";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL3734667";"1";"Scientific Literature";"Bioorg Med Chem";"2015";"CHEMBL3308360";"";"";"";""
"CHEMBL2042315";"";"None";"190.21";"0";"0.80";"4f";"COc1cccc2c(N)nc(N)nc12";"EC50";"'='";"5400.0";"nM";"5.27";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2044697";"Antiviral activity against Dengue virus 2 infected in BHK-D2RepT replicon systems assessed as inhibition of viral replication after 24 hrs by luciferase reporter gene assay";"F";"BAO_0000218";"organism-based format";"dengue virus type 2";"None";"None";"None";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL2040756";"1";"Scientific Literature";"J Med Chem";"2012";"None";"";"";"";"5.4"
"CHEMBL2042318";"";"None";"252.28";"0";"2.59";"4i";"Nc1nc(N)c2ccc(Oc3ccccc3)cc2n1";"EC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2044697";"Antiviral activity against Dengue virus 2 infected in BHK-D2RepT replicon systems assessed as inhibition of viral replication after 24 hrs by luciferase reporter gene assay";"F";"BAO_0000218";"organism-based format";"dengue virus type 2";"None";"None";"None";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL2040756";"1";"Scientific Literature";"J Med Chem";"2012";"None";"";"";"";"10.0"
"CHEMBL2042319";"";"None";"288.39";"0";"3.53";"4m";"CCCCCCCCOc1cccc2nc(N)nc(N)c12";"EC50";"'='";"180.0";"nM";"6.75";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2044697";"Antiviral activity against Dengue virus 2 infected in BHK-D2RepT replicon systems assessed as inhibition of viral replication after 24 hrs by luciferase reporter gene assay";"F";"BAO_0000218";"organism-based format";"dengue virus type 2";"None";"None";"None";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL2040756";"1";"Scientific Literature";"J Med Chem";"2012";"None";"";"";"";"0.18"
"CHEMBL402274";"";"None";"246.31";"0";"2.22";"4p";"CC(C)(C)COc1cccc2nc(N)nc(N)c12";"EC50";"'='";"80.0";"nM";"7.10";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2044697";"Antiviral activity against Dengue virus 2 infected in BHK-D2RepT replicon systems assessed as inhibition of viral replication after 24 hrs by luciferase reporter gene assay";"F";"BAO_0000218";"organism-based format";"dengue virus type 2";"None";"None";"None";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL2040756";"1";"Scientific Literature";"J Med Chem";"2012";"None";"";"";"";"0.08"
"CHEMBL2042323";"";"None";"258.32";"0";"2.51";"4r";"Nc1nc(N)c2c(OC3CCCCC3)cccc2n1";"EC50";"'='";"130.0";"nM";"6.89";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2044697";"Antiviral activity against Dengue virus 2 infected in BHK-D2RepT replicon systems assessed as inhibition of viral replication after 24 hrs by luciferase reporter gene assay";"F";"BAO_0000218";"organism-based format";"dengue virus type 2";"None";"None";"None";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL2040756";"1";"Scientific Literature";"J Med Chem";"2012";"None";"";"";"";"0.13"
"CHEMBL605779";"";"None";"487.00";"1";"5.40";"14, ZINC01078518";"Cc1ccc(Cl)cc1NS(=O)(=O)c1ccc(NS(=O)(=O)c2ccc3ccccc3c2)cc1";"EC50";"'='";"12000.0";"nM";"4.92";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1067220";"Antiviral activity against Dengue virus type 2 infected in human A549 cells assessed as decrease in viral E protein production by cell-based flavivirus immunodetection assay";"F";"BAO_0000218";"organism-based format";"dengue virus type 2";"None";"None";"A549";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL1156914";"1";"Scientific Literature";"J Med Chem";"2010";"CHEMBL3307651";"";"";"";"12.0"
"CHEMBL4094417";"";"None";"487.55";"1";"5.20";"(S)-29";"O=C(NC1CCCC1)[C@@H]1CN(c2ccc(C(F)(F)F)cc2)CC(=O)N1c1ccc2ccsc2c1";"EC50";"'='";"70.0";"nM";"7.16";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3999675";"Antiviral activity against DENV1 MY97-10245 infected in human A549 cells assessed as decrease in envelope protein production after 48 hrs by immunodetection method";"F";"BAO_0000219";"cell-based format";"dengue virus type 1";"None";"None";"A549";"None";"";"";"";"CHEMBL613360";"dengue virus type 1";"dengue virus type 1";"ORGANISM";"CHEMBL3997825";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"CHEMBL3307651";"";"";"";"0.07"
"CHEMBL4097800";"";"None";"495.49";"1";"5.10";"28";"CC(F)(F)c1cccc(N2C(=O)CN(c3cccc(C(F)(F)F)c3)CC2C(=O)NC2CCCC2)c1";"EC50";"'='";"1900.0";"nM";"5.72";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3999675";"Antiviral activity against DENV1 MY97-10245 infected in human A549 cells assessed as decrease in envelope protein production after 48 hrs by immunodetection method";"F";"BAO_0000219";"cell-based format";"dengue virus type 1";"None";"None";"A549";"None";"";"";"";"CHEMBL613360";"dengue virus type 1";"dengue virus type 1";"ORGANISM";"CHEMBL3997825";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"CHEMBL3307651";"";"";"";"1.9"
"CHEMBL4069006";"";"None";"515.45";"1";"4.88";"27";"O=C(NC1CCCC1)C1CN(c2cccc(C(F)(F)F)c2)CC(=O)N1c1cccc(OC(F)(F)F)c1";"EC50";"'='";"1100.0";"nM";"5.96";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3999675";"Antiviral activity against DENV1 MY97-10245 infected in human A549 cells assessed as decrease in envelope protein production after 48 hrs by immunodetection method";"F";"BAO_0000219";"cell-based format";"dengue virus type 1";"None";"None";"A549";"None";"";"";"";"CHEMBL613360";"dengue virus type 1";"dengue virus type 1";"ORGANISM";"CHEMBL3997825";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"CHEMBL3307651";"";"";"";"1.1"
"CHEMBL4090085";"";"None";"473.50";"0";"4.19";"26";"CC(=O)c1cccc(N2C(=O)CN(c3cccc(C(F)(F)F)c3)CC2C(=O)NC2CCCC2)c1";"EC50";"'='";"7100.0";"nM";"5.15";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3999675";"Antiviral activity against DENV1 MY97-10245 infected in human A549 cells assessed as decrease in envelope protein production after 48 hrs by immunodetection method";"F";"BAO_0000219";"cell-based format";"dengue virus type 1";"None";"None";"A549";"None";"";"";"";"CHEMBL613360";"dengue virus type 1";"dengue virus type 1";"ORGANISM";"CHEMBL3997825";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"CHEMBL3307651";"";"";"";"7.1"
"CHEMBL4067945";"";"None";"410.54";"0";"3.08";"24";"CSc1cccc(N2C(=O)CN(c3cccnc3)CC2C(=O)NC2CCCC2)c1";"EC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3999675";"Antiviral activity against DENV1 MY97-10245 infected in human A549 cells assessed as decrease in envelope protein production after 48 hrs by immunodetection method";"F";"BAO_0000219";"cell-based format";"dengue virus type 1";"None";"None";"A549";"None";"";"";"";"CHEMBL613360";"dengue virus type 1";"dengue virus type 1";"ORGANISM";"CHEMBL3997825";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"CHEMBL3307651";"";"";"";"50.0"
"CHEMBL4072499";"";"None";"489.56";"1";"6.00";"11";"CSc1cccc(N(C(=O)c2cc3ccc(C(F)(F)F)cc3[nH]2)[C@H](C)C(=O)NC2CCCC2)c1";"EC50";"'='";"5300.0";"nM";"5.28";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3999675";"Antiviral activity against DENV1 MY97-10245 infected in human A549 cells assessed as decrease in envelope protein production after 48 hrs by immunodetection method";"F";"BAO_0000219";"cell-based format";"dengue virus type 1";"None";"None";"A549";"None";"";"";"";"CHEMBL613360";"dengue virus type 1";"dengue virus type 1";"ORGANISM";"CHEMBL3997825";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"CHEMBL3307651";"";"";"";"5.3"
"CHEMBL4096059";"";"None";"491.58";"1";"5.02";"20";"CSc1cccc(N2C(=O)CN(c3cc(C(F)(F)F)ccc3C)CC2C(=O)NC2CCCC2)c1";"EC50";"'='";"8000.0";"nM";"5.10";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3999676";"Antiviral activity against DENV2 MY97-10340 infected in human A549 cells assessed as decrease in envelope protein production after 48 hrs by immunodetection method";"F";"BAO_0000219";"cell-based format";"dengue virus type 2";"None";"None";"A549";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL3997825";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"CHEMBL3307651";"";"";"";"8.0"
"CHEMBL4067945";"";"None";"410.54";"0";"3.08";"24";"CSc1cccc(N2C(=O)CN(c3cccnc3)CC2C(=O)NC2CCCC2)c1";"EC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3999676";"Antiviral activity against DENV2 MY97-10340 infected in human A549 cells assessed as decrease in envelope protein production after 48 hrs by immunodetection method";"F";"BAO_0000219";"cell-based format";"dengue virus type 2";"None";"None";"A549";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL3997825";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"CHEMBL3307651";"";"";"";"50.0"
"CHEMBL4069006";"";"None";"515.45";"1";"4.88";"27";"O=C(NC1CCCC1)C1CN(c2cccc(C(F)(F)F)c2)CC(=O)N1c1cccc(OC(F)(F)F)c1";"EC50";"'='";"1700.0";"nM";"5.77";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3999676";"Antiviral activity against DENV2 MY97-10340 infected in human A549 cells assessed as decrease in envelope protein production after 48 hrs by immunodetection method";"F";"BAO_0000219";"cell-based format";"dengue virus type 2";"None";"None";"A549";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL3997825";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"CHEMBL3307651";"";"";"";"1.7"
"CHEMBL4094417";"";"None";"487.55";"1";"5.20";"(S)-29";"O=C(NC1CCCC1)[C@@H]1CN(c2ccc(C(F)(F)F)cc2)CC(=O)N1c1ccc2ccsc2c1";"EC50";"'='";"100.0";"nM";"7.00";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3999676";"Antiviral activity against DENV2 MY97-10340 infected in human A549 cells assessed as decrease in envelope protein production after 48 hrs by immunodetection method";"F";"BAO_0000219";"cell-based format";"dengue virus type 2";"None";"None";"A549";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL3997825";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"CHEMBL3307651";"";"";"";"0.1"
"CHEMBL4068079";"";"None";"470.55";"0";"3.86";"37";"NC(=O)c1cccc(NC(=O)C2CN(c3ccccc3)CC(=O)N2c2ccc3ccsc3c2)c1";"EC50";"'='";"1500.0";"nM";"5.82";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3999676";"Antiviral activity against DENV2 MY97-10340 infected in human A549 cells assessed as decrease in envelope protein production after 48 hrs by immunodetection method";"F";"BAO_0000219";"cell-based format";"dengue virus type 2";"None";"None";"A549";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL3997825";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"CHEMBL3307651";"";"";"";"1.5"
"CHEMBL4074990";"";"None";"501.57";"2";"5.86";"5";"CSc1cccc(N2C(=O)c3cc4ccc(C(F)(F)F)cc4n3CC2(C)C(=O)NC2CCCC2)c1";"EC50";"'='";"50.0";"nM";"7.30";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3999677";"Antiviral activity against DENV3 MY05-34640 infected in human A549 cells assessed as decrease in envelope protein production after 48 hrs by immunodetection method";"F";"BAO_0000219";"cell-based format";"dengue virus type 3";"None";"None";"A549";"None";"";"";"";"CHEMBL612717";"dengue virus type 3";"dengue virus type 3";"ORGANISM";"CHEMBL3997825";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"CHEMBL3307651";"";"";"";"0.05"
"CHEMBL4099416";"";"None";"489.56";"1";"6.00";"10";"CSc1cccc(N(C(=O)c2cc3ccc(C(F)(F)F)cc3[nH]2)[C@@H](C)C(=O)NC2CCCC2)c1";"EC50";"'='";"2000.0";"nM";"5.70";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3999677";"Antiviral activity against DENV3 MY05-34640 infected in human A549 cells assessed as decrease in envelope protein production after 48 hrs by immunodetection method";"F";"BAO_0000219";"cell-based format";"dengue virus type 3";"None";"None";"A549";"None";"";"";"";"CHEMBL612717";"dengue virus type 3";"dengue virus type 3";"ORGANISM";"CHEMBL3997825";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"CHEMBL3307651";"";"";"";"2.0"
"CHEMBL4097800";"";"None";"495.49";"1";"5.10";"28";"CC(F)(F)c1cccc(N2C(=O)CN(c3cccc(C(F)(F)F)c3)CC2C(=O)NC2CCCC2)c1";"EC50";"'='";"400.0";"nM";"6.40";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3999677";"Antiviral activity against DENV3 MY05-34640 infected in human A549 cells assessed as decrease in envelope protein production after 48 hrs by immunodetection method";"F";"BAO_0000219";"cell-based format";"dengue virus type 3";"None";"None";"A549";"None";"";"";"";"CHEMBL612717";"dengue virus type 3";"dengue virus type 3";"ORGANISM";"CHEMBL3997825";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"CHEMBL3307651";"";"";"";"0.4"
"CHEMBL4073835";"";"None";"487.55";"1";"5.20";"(R)-29";"O=C(NC1CCCC1)[C@H]1CN(c2ccc(C(F)(F)F)cc2)CC(=O)N1c1ccc2ccsc2c1";"EC50";"'='";"2600.0";"nM";"5.58";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3999677";"Antiviral activity against DENV3 MY05-34640 infected in human A549 cells assessed as decrease in envelope protein production after 48 hrs by immunodetection method";"F";"BAO_0000219";"cell-based format";"dengue virus type 3";"None";"None";"A549";"None";"";"";"";"CHEMBL612717";"dengue virus type 3";"dengue virus type 3";"ORGANISM";"CHEMBL3997825";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"CHEMBL3307651";"";"";"";"2.6"
"CHEMBL4066387";"";"None";"501.57";"2";"5.86";"(R)-5";"CSc1cccc(N2C(=O)c3cc4ccc(C(F)(F)F)cc4n3C[C@]2(C)C(=O)NC2CCCC2)c1";"EC50";"'='";"1500.0";"nM";"5.82";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3999678";"Antiviral activity against DENV4 MY01-22713 infected in human A549 cells assessed as decrease in envelope protein production after 48 hrs by immunodetection method";"F";"BAO_0000219";"cell-based format";"dengue virus type 4";"None";"None";"A549";"None";"";"";"";"CHEMBL613728";"dengue virus type 4";"dengue virus type 4";"ORGANISM";"CHEMBL3997825";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"CHEMBL3307651";"";"";"";"1.5"
"CHEMBL4099416";"";"None";"489.56";"1";"6.00";"10";"CSc1cccc(N(C(=O)c2cc3ccc(C(F)(F)F)cc3[nH]2)[C@@H](C)C(=O)NC2CCCC2)c1";"EC50";"'='";"1500.0";"nM";"5.82";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3999678";"Antiviral activity against DENV4 MY01-22713 infected in human A549 cells assessed as decrease in envelope protein production after 48 hrs by immunodetection method";"F";"BAO_0000219";"cell-based format";"dengue virus type 4";"None";"None";"A549";"None";"";"";"";"CHEMBL613728";"dengue virus type 4";"dengue virus type 4";"ORGANISM";"CHEMBL3997825";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"CHEMBL3307651";"";"";"";"1.5"
"CHEMBL4090773";"";"None";"477.55";"0";"4.71";"19";"CSc1cccc(N2C(=O)CN(c3cccc(C(F)(F)F)c3)CC2C(=O)NC2CCCC2)c1";"EC50";"'='";"600.0";"nM";"6.22";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3999678";"Antiviral activity against DENV4 MY01-22713 infected in human A549 cells assessed as decrease in envelope protein production after 48 hrs by immunodetection method";"F";"BAO_0000219";"cell-based format";"dengue virus type 4";"None";"None";"A549";"None";"";"";"";"CHEMBL613728";"dengue virus type 4";"dengue virus type 4";"ORGANISM";"CHEMBL3997825";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"CHEMBL3307651";"";"";"";"0.6"
"CHEMBL4079772";"";"None";"487.55";"1";"5.20";"29";"O=C(NC1CCCC1)C1CN(c2ccc(C(F)(F)F)cc2)CC(=O)N1c1ccc2ccsc2c1";"EC50";"'='";"100.0";"nM";"7.00";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3999678";"Antiviral activity against DENV4 MY01-22713 infected in human A549 cells assessed as decrease in envelope protein production after 48 hrs by immunodetection method";"F";"BAO_0000219";"cell-based format";"dengue virus type 4";"None";"None";"A549";"None";"";"";"";"CHEMBL613728";"dengue virus type 4";"dengue virus type 4";"ORGANISM";"CHEMBL3997825";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"CHEMBL3307651";"";"";"";"0.1"
"CHEMBL4094528";"";"None";"405.52";"0";"3.79";"35";"O=C(NC1CCC1)C1CN(c2ccccc2)CC(=O)N1c1ccc2ccsc2c1";"EC50";"'='";"200.0";"nM";"6.70";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3999678";"Antiviral activity against DENV4 MY01-22713 infected in human A549 cells assessed as decrease in envelope protein production after 48 hrs by immunodetection method";"F";"BAO_0000219";"cell-based format";"dengue virus type 4";"None";"None";"A549";"None";"";"";"";"CHEMBL613728";"dengue virus type 4";"dengue virus type 4";"ORGANISM";"CHEMBL3997825";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"CHEMBL3307651";"";"";"";"0.2"
"CHEMBL4078951";"";"None";"428.52";"0";"4.16";"39";"O=C(Nc1cccnc1)C1CN(c2ccccc2)CC(=O)N1c1ccc2ccsc2c1";"EC50";"'='";"1700.0";"nM";"5.77";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3999678";"Antiviral activity against DENV4 MY01-22713 infected in human A549 cells assessed as decrease in envelope protein production after 48 hrs by immunodetection method";"F";"BAO_0000219";"cell-based format";"dengue virus type 4";"None";"None";"A549";"None";"";"";"";"CHEMBL613728";"dengue virus type 4";"dengue virus type 4";"ORGANISM";"CHEMBL3997825";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"CHEMBL3307651";"";"";"";"1.7"
"CHEMBL3339389";"";"None";"420.47";"1";"5.09";"15h";"Cc1ccc(NC(=O)c2nc[nH]c2C(=O)Nc2ccc(F)cc2)c(-c2ccsc2)c1";"EC50";"'='";"48750.0";"nM";"4.31";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3389955";"Antiviral activity against Dengue virus infected in green monkey Vero-B cells assessed as inhibition of virus-induced cytopathogenic effect after 7 days by methylene blue dye based assay";"F";"BAO_0000218";"organism-based format";"Dengue virus";"None";"None";"None";"None";"";"";"";"CHEMBL613757";"Dengue virus";"Dengue virus";"ORGANISM";"CHEMBL3352473";"1";"Scientific Literature";"Eur J Med Chem";"2014";"None";"";"";"";"48.75"
"CHEMBL3339391";"";"None";"416.51";"1";"5.26";"15k";"Cc1ccc(NC(=O)c2[nH]cnc2C(=O)Nc2ccc(C)cc2-c2ccsc2)cc1";"EC50";"'='";"2020.0";"nM";"5.70";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3389955";"Antiviral activity against Dengue virus infected in green monkey Vero-B cells assessed as inhibition of virus-induced cytopathogenic effect after 7 days by methylene blue dye based assay";"F";"BAO_0000218";"organism-based format";"Dengue virus";"None";"None";"None";"None";"";"";"";"CHEMBL613757";"Dengue virus";"Dengue virus";"ORGANISM";"CHEMBL3352473";"1";"Scientific Literature";"Eur J Med Chem";"2014";"None";"";"";"";"2.02"
"CHEMBL3339407";"";"None";"409.45";"0";"4.35";"20l";"Cc1ccc(NC(=O)c2nccnc2C(=O)Nc2ccccc2-c2cccnc2)cc1";"EC50";"'='";"14560.0";"nM";"4.84";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3389955";"Antiviral activity against Dengue virus infected in green monkey Vero-B cells assessed as inhibition of virus-induced cytopathogenic effect after 7 days by methylene blue dye based assay";"F";"BAO_0000218";"organism-based format";"Dengue virus";"None";"None";"None";"None";"";"";"";"CHEMBL613757";"Dengue virus";"Dengue virus";"ORGANISM";"CHEMBL3352473";"1";"Scientific Literature";"Eur J Med Chem";"2014";"None";"";"";"";"14.56"
"CHEMBL2164631";"";"None";"466.54";"1";"5.13";"24h";"O=C(O)c1cccc(N/N=C/c2cc(C(=O)NCCCCc3ccccc3)c3ccccc3n2)c1";"IC50";"'='";"11000.0";"nM";"4.96";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2167767";"Antiviral activity against Dengue virus 2 infected in BHK-D2RepT cells assessed as reduction in viral replication incubated for 48 hrs by luciferase reporter replicon-based assay";"F";"BAO_0000218";"organism-based format";"dengue virus type 2";"None";"None";"BHK-D2RepT";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL2163279";"1";"Scientific Literature";"J Med Chem";"2012";"None";"";"";"";"11.0"
"CHEMBL3637933";"";"None";"451.87";"0";"3.26";"MMV688921";"OC[C@H]1O[C@@H](n2c3ccc(Cl)cc3c3c(-c4cc5ccccc5o4)ncnc32)C(O)[C@H]1O";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3832826";"AntiDengue activity HCI DV2/Huh7 IC50 (uM)";"F";"BAO_0000218";"organism-based format";"Dengue virus";"None";"None";"None";"None";"";"";"";"CHEMBL613757";"Dengue virus";"Dengue virus";"ORGANISM";"CHEMBL3832761";"34";"Medicines for Malaria Venture (MMV) Pathogen Box";"";"";"None";"";"";"";"50.0"
"CHEMBL2348373";"";"None";"442.64";"0";"1.90";"MMV688543";"CC(C)(C)C(=O)N(CCCCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO)C1CCCCCC1";"IC50";"'='";"80.0";"nM";"7.10";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3832827";"AntiDengue activity HCI DV3/A549 IC50 (uM)";"F";"BAO_0000218";"organism-based format";"Dengue virus";"None";"None";"None";"None";"";"";"";"CHEMBL613757";"Dengue virus";"Dengue virus";"ORGANISM";"CHEMBL3832761";"34";"Medicines for Malaria Venture (MMV) Pathogen Box";"";"";"None";"";"";"";"0.08"
"CHEMBL5421910";"";"None";"240.19";"0";"3.45";"20";"FC(F)(F)c1ccc(/N=N/n2ccnc2)cc1";"Activity";"'='";"0.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL5337216";"Antiviral activity against DENV infected in human Huh-7 cells assessed as percent of infected cells at 12.5 uM incubated for 72 hrs by flow cytometry relative to control";"F";"BAO_0000218";"organism-based format";"Dengue virus";"None";"None";"Huh-7";"None";"";"";"";"CHEMBL613757";"Dengue virus";"Dengue virus";"ORGANISM";"CHEMBL5335803";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2024";"None";"DOSE = 12.5 microM | TIME = 72.0 hr";"";"";"0.0"
